Sentence,Label
"It follows that the statute here in question, like Articles 1389 and 1390 defining burglary, are to be construed in the light of other provisions of Chapter 5 and 6 of Title 17 of the Penal Code, including Arts.",Analysis
No brief has been filed on behalf of appellant and no formal bills of exception appear in the record.,Facts
"Appellant filed a motion to reinstate the appeal and sought to amend the bond by filing a new bond, claiming his right to do so under the provisions of Art. 835, Vernon's Ann.",Facts
While driving between the two places appellant and Vaughn finished their drinks.,Facts
Appellant also contends that the search of the cabin without a search warrant was an illegal search and the court therefore erred in admitting in evidence the results of the search.,Issue
The separation of a part of the jury with an officer is not cause for reversal if no probable injury is shown.,Rule/Law/Holding
Affidavit for Attachment and Undertaking on Attachment and obtained a Writ of Attachment from this Court.,Facts
In order to constitute a threat under Arts.,Others
"Appellant testified in substance that he was at his home at the time the rape was committed and called his wife, who corroborated his testimony.",Facts
You know that of your own knowledge don't you sir?,Others
"If the appellant heard deceased's statement and it was known or thought to be true by the appellant, it would furnish a motive for silencing Farris by killing him.",Analysis
"In changing the penalty, the bill went beyond the express limitation of its caption, and, under section 85 of article 3 of our Constitution and authorities, this destroyed its effectiveness as a law.”",Analysis
"On November 26, 1979, a Motion to Suppress was scheduled in the Superior Court in People of the Territory of Guam v. Larry J. Flores, (S.Ct.",Facts
"This Court has often held that an affidavit identical to the one above constitutes a sufficient recitation of ""probable cause"".",Rule/Law/Holding
"We find the indictment to be in the usual form, which has been approved many times.",Conclusion
"If appellant was driving the 1951 Ford, he complied with the first requirement of Art. 1150 P.C. and Art. 6701d, Sec.",Analysis
We shall discuss the matters presented by the bills of exception and which are urged in the brief:,Others
Another driving while intoxicated case is Atkinson v.,Others
"Within a matter of minutes, McDade confessed, but told the officers that they had left the body of the deceased",Facts
Did you go in the house?,Others
"The witness Walter Sekaly, in his testimony given at the injunction hearing, testified that on numerous occasions, prior to December 3, 1960, he had seen William Sekaly accept bets on horse races and football games at the Texas Club in Beaumont.",Facts
"Testifying in his own behalf, the appellant denied committing the offense charged.",Facts
"The record shows that such outcry was made by the prosecutrix to her husband shortly after she was raped and, at the time, she was crying, nervous, and in shock.",Facts
"The evidence shows that appellant knew that his companions were going to rob the service station operator when they got out of his car, that he waited nearby to carry them to safety, and that he expected to share in the fruits of the robbery.",Facts
"The indictment, the recognizance, the judgment nisi and the mandate of the Texas Court of Criminal Appeals affirming the judgment of the trial court were introduced in evidence and they appear to be regular and valid.",Facts
"The overruling of the objection upon the ground ""Conclusion and is repetition"" was not error warranting reversal.",Analysis
"""Neither in the name of the offense nor in its elements can the statute be identified as one under which a prosecution for theft can be maintained.""",Analysis
"He testfied that appellant, who was in the back seat with prosecutrix, took off his pants; that he saw prosecutrix naked, lying on the back seat with appellant on top of her, where he remained for some twenty minutes, moving up and down; and that he heard prosecutrix utter the words ""don't"" and ""stop"" during this period.",Facts
"The arresting officer, while testifying, identified each of the appellants and said that they were just outside the double doors between the restaurant and the terminal lobby when he arrived about 7:30 P.M.; and also that there were 30 to 40 other persons at and near the door of the restaurant.",Facts
That question is not before the Court.,Others
"The evidence is sufficient to support the conviction and no reversible error appearing, the judgment is affirmed .",Conclusion
"The testimony as to the general reputation for virtue and chastity of the prosecutrix, offered after appellant had testified that she did not resist but in effect consented, was properly admitted.",Analysis
"Witness Hemphill related, again, that appellant was unsteady and staggered when he walked; that when he stood still the upper half of his body would weave back and forth.",Facts
""", and the narcotics registry number ""1305"", and thereby obtained from the pharmacist, and the pharmacist placed in his hand 100 dexamyl tablets, dexamyl containing amphetamine.",Facts
"We do, however, conclude that the evidence as hereinbefore stated was sufficient to corroborate Tafolla's testimony and to support this conviction under the charge as given.",Conclusion
"E. Storey identified the pistol he waited, as he was asked to do, until police arrived, then was taken to the police station where he made a statement.",Facts
"Since the facts are substantially the same, we shall here pretermit a detailed discussion and adopt the facts as detailed in Bridges, supra, in the interest of brevity and to portray the entire testimony.",Others
Appellant contends that the trial court erred in changing the venue from Hardeman County to Wilbarger County on the ground that a second indictment had been returned and he had not been arrested or made bond under the second indictment.,Issue
Appellant's sole contention on appeal is that the evidence is insufficient to sustain the conviction.,Issue
Reference is also made to the writer's dissent in Lindsey v.,Others
The officer testified that appellant consented to the search of his room.,Facts
"Accordingly, the judgment is reversed and the cause is.",Conclusion
He further stated that he had never given the appellant permission or consent to hunt on or shoot across the land.,Facts
"That motion was granted by an order filed July 13, 1978 which stated that ""plaintiff failed to comply with the Government Claims Act. .",Facts
"Officer Maddox further testified that about a month later, while in a club approximately three blocks from the cafe above mentioned, the appellant ""approached me and he said that he and his brothers, his relatives, owned approximately two thousand acres of land in West Texas, and that it would be worth about seven hundred acres of that land if I could help him get out of this.""",Facts
The Hatcher family resided near a curve on the highway three and one-half miles from Morton and about thirty-five miles from Littlefield and were awakened by a loud noise about 4 A.M. on January 4.,Facts
"The grand juror testified, without objection, that the appellant had appeared before the grand jury and had been told that he did not have to testify but was free to leave which he declined and then he was handed his written statement which had been introduced in evidence by the state.",Facts
Horton testified that when he next saw the calf it was back in the pasture sucking its mother.,Facts
"The witness then testified without further objection: ""And what clothes did he point out to you, sir?""",Facts
"The arresting officer, Abilene Police Patrolman Dorrough, expressed the opinion that appellant was under the influence of intoxicating liquor when he stopped the pickup truck he was driving.",Facts
"At best, he said that they were the same type of shells.",Facts
"It is not sufficient that the language might be construed as an implied or indirect allusion thereto.""",Analysis
"It was shown on the hearing of appellant's motion to quash that there were no women on the Grand Jury which returned the indictment against him and, except for the years 1955 and",Facts
"The State adduced testimony from Dr. Ross L. Curtis, Jr., to the effect that he was a licensed and qualified physician with a specialty in general surgery; that he saw Dodson on September 4, 1960, in the emergency room at Baylor Hospital; that Dodson was ""considered to be very critical; even almost to the point of death""; that Dodson was suffering from gun shot wounds; that Dodson remained in very critical condition for about one week and that Dodson is still under his care.",Facts
"""MR. BROWN: Your Honor, we object to any conversation that they had after he was placed under arrest.",Others
"While the deceased was forcing him outside, Robert's pistol began to slip from him and the appellant took it.",Facts
"Appellant's first contention is that the court committed reversible error in permitting Customs Officer Hauff to testify before the jury that on the day in question he had received information that the appellant was going to take the delivery of a quantity of marijuana near the Montalvo Cafe in Harlingen, over appellant's objection that the same was hearsay.",Issue
"Jerry Daniel, a sixteen-year-old boy, testified for the State and recounted how he had introduced appellant to prosecutrix and accompanied them on their two dates.",Facts
"The girl named in the indictment testified that she was 14 years old and that she was living with her father and that her mother was in the hospital on the date alleged in the indictment, but she denied that he had sexual relations with her at that time.",Facts
"The indictment under which appellant stands convicted charged the burglary of a house occupied and controlled by Robert Ward Gehm and alleged that the offense was committed on or about the 14th day of June, 1961.",Facts
In the interrogation appellant told Johnson that he had shot the deceased with a .22 rifle after an argument.,Facts
We will stipulate that he had a broken leg.,Facts
"Upon motion of appellant's counsel, all further proceedings in this court were suspended and the cause was ordered retired from the docket until it should be properly shown that appellant had been restored to sanity.",Facts
"Furthermore, the record does not show what the answers",Analysis
"Paragraphs No. 2 and 3 alleged two prior convictions, in the years 1954 and 1956, for the offenses of breaking and entering a motor vehicle, being felonies less than capital.",Facts
With such contention we agree.,Conclusion
Appellant did not testify and offered no evidence in her own behalf.,Facts
"I concur in the affirmance of this conviction because the officer testified that at the time he searched appellant he was of the opinion that appellant was ""drunk"" in a public place.",Facts
The witness testified that appellant then reappeared on the scene with another of his guns which also was missing and stated that he found it in the back yard; that appellant stated he did not know how the guns got in his automobile and that he had been out hunting for the witness' dog.,Facts
"C. Evans, who went to the scene, investigated the accident and placed appellant under arrest, testified that in his opinion appellant was intoxicated.",Facts
Appellant swore that he never carried his rifle outside the 10-acre tract but left it at the stand before crossing the fence into the large tract.,Facts
"While there may be merit in viewing this case from the standpoint of the admissibility or inadmissibility of the evidence relating to the prior convictions, as briefed by the appellant and the state, on the question of whether or not it was necessary to identify the appellant and the witness, we think that, properly, these prior convictions for the offense of vagrancy should be viewed and tested by the rules of admissibility of evidence showing prior convictions for offenses involving moral turpitude.",Analysis
It cannot be presumed that the legislature intended to undo or repeal an act to which it had but just assigned a valid function.,Analysis
"In his brief and in argument, appellant complains of the overruling of his motion for new trial which alleged that the prosecutor committed error during the course of his argument and that new evidence had been discovered.",Facts
"They cannot be considered by this Court as they were filed after the 90 days provided in Article 760d, V.A.C.C.P.",Rule/Law/Holding
"Officers answering a report of the robbery were given a description of the robbers, and appellant and Lopez were found four or five blocks away, sitting on the curb with the sack of money between them.",Facts
"The mother of the complainant testified that when she came home from work her daughter was crying, was very upset, and had to be put to bed.",Facts
"At this point appellant told the deceased that if Robert owes you $5 he (appellant) would pay it, but Robert then said that he did not owe him any money.",Facts
The record reflects that the witness complied.,Facts
"The officers further testified that after conversing with the three individuals under arrest and, acting upon information given by them, they went to appellant's house and found him standing in a closet of a rear bedroom behind the clothes.",Facts
"Agent Sherman then gave $30 to the informer, who returned to where the couple were seated and handed the money to appellant's companion, Helen Jackson.",Facts
The punishment assessed is within the limits prescribed by statute.,Analysis
His possession of the property as an employee is sufficient under our robbery statute.,Analysis
Officer Melvin testified that he went to the market near Airline Drive on two occasions and was unable to determine that such a sale as the appellant described had taken place.,Facts
"In response, the defendant argues that he was concerned that he might lose his job if he refused to answer certain questions and that he was afraid that he would be arrested if he left the office.",Facts
"The warrant was served on appellant, who was in the front part of the cafe.",Facts
Appellant complains of the refusal of the trial court to grant a mistrial when a state's witness volunteered information that appellant had taken a lie detector test.,Issue
"It was brought out on cross-examination that Officer Cox offered to give appellant a urine test, but he refused it.",Facts
The judgment of the trial court refusing bail is affirmed.,Conclusion
No brief has been filed in appellant's behalf and there are no bills of exception.,Facts
"Appellant's mother and grandmother both testified that they had never seen appellant wearing a hat, and that prior to June 19 Mendenhall had come to their house, where appellant lived, to borrow the suitcases.",Facts
The final motion to be disposed of is a summary judgment motion on the second cause of action.,Analysis
The knife was described as having a sharp blade,Facts
They also presented to him the Gulf credit card and by,Facts
Appellant did not testify or offer any evidence in her behalf.,Facts
The two men talked together in low tones.,Facts
"It is further contended, that in the absence of a showing that the statement was not a part of the res gestae, no error is shown under the rule followed by this Court in Garland v.",Rule/Law/Holding
"which provides that the term ""dangerous drug"" includes amphetamine or compounds or mixtures thereof, except preparations for use in the nose and unfit for internal use, and includes any barbiturate or other hypnotic drug.",Facts
"The conviction is for driving while intoxicated; the punishment, 3 days in jail and a fine of $50.",Conclusion
How long would you say?,Others
"As we view the matter, the only persons in actual possession of the knowledge and information as to the plan, purpose or design and intent of relator and the defendant were these parties themselves.",Analysis
"The prosecutrix testified that, on the night in question after she had retired around 11:30 p.m., she was awakened by a man who was lying on top of her; that when he attempted to have intercourse with her she screamed, got out of bed, and the man then dragged her into an adjoining room where her baby was sleeping; that the man threatened to cut both her and the baby and threatened their lives; that, after she quieted the baby, they then returned to her room where the man tore her gown off and had carnal knowledge of her against her will and without her consent.",Facts
Almost immediately a brown pickup driven by the appellant drove up beside Mrs. Jackson's car.,Facts
"From these facts, the trial judge found in the judgment that the court was fraudulently misled and caused to recess on the request of relator and the relator fraudulently effected the absence of defendant in the cause and prevented the court, in the absence of a plea, from proceeding with the trial of the cause, as he might have done had the plea been entered prior to the time Kitchens voluntarily absented himself.",Analysis
"Appellant, testifying in his own behalf, stated that he had worked inside painting an apartment house all day using shellac mixed with pure grain alcohol, that he had absorbed the fumes therefrom which caused him to walk unsteadily and smell as if he had been drinking, but that he consumed no alcoholic spirits and was not intoxicated.",Facts
"Appellant was convicted, upon his plea of guilty, of the offense of robbery, and his punishment was assessed by a jury at confinement in the penitentiary for a term of 40 years.",Facts
We have carefully reviewed both of these cases.,Others
"The record shows that the appellant and Arthur Samuel Brundrett were separately indicted September 19, 1960, for committing the same act of robbery.",Facts
"I just came in and I had been gone ten days, and she said, T will get something from somebody/ that is when I lost my temper and hit her on the side of the head with the wine bottle.",Facts
"Under the record, with entrapment interposed as a defense, the evidence of prior sales of heroin by appellant to the witness, although extraneous offenses, was admissible on the issue of her intent.",Analysis
The judgment of contempt assessed relator's punishment at a fine of $100.00 and imprisonment in jail for 72 hours.,Facts
"Police Officer Jack Scott, of Bellaire, saw an automobile parked near a drug store about 3:20 A.M. Appellant was sitting in the parked car.",Facts
Appellant's wife testified that she and her husband left the party for home; that they had no trouble; that she was talking to a woman next door when police cars drove up and the officers went in the house and shined a flashlight in appellant's face.,Facts
"Finding the evidence sufficient to support the conviction, and no reversible error appearing, the judgment is affirmed.",Conclusion
"On cross examination, he admitted that after appellant hit him he grabbed Fuller's pistol and would have killed appellant if he had not been prevented from doing so.",Facts
"The evidence is sufficient to support the conviction, and no error appearing, the judgment is affirmed.",Conclusion
The record as perfected shows that the statement of facts and formal bills of exception were timely filed in the trial court and are now properly before this Court.,Facts
"Though he did choose to return to to the scene as a spectator prior to the removal of the bodies, his own witness admitted that she did not see appellant ""at any time attempting to render any aid"" or ""making any arrangements at all to assist.""",Facts
"And, how was his walk at this time?",Others
"Mrs. Joyce Wisnoski, a sister of the appellant, testified that she was visiting in her father's and mother's home when it was searched; that appellant had left a short time before the officers entered the house with him, and that appellant lived at another place.",Facts
The appellant complains of the testimony of Mrs. Box during her cross-examination as to the identity of the two men that came into the store.,Facts
"While there, he met Betty Miller (appellant's ex-wife and a former waitress at the bar in question), who had come from Clovis, New Mexico, with a group of eight people, one of whom was appellant.",Facts
Appellant's voluntary statement made to Officer Campbell after his arrest was introduced in evidence by the state.,Facts
This question was raised for the first time on appeal.,Facts
"These questions were actually suggestive, opinionated, conclusive questions, but they were answered in the negative.",Facts
The motion to dismiss as to these counts is therefore DENIED.,Conclusion
"The officers proceeded to make a forced entry into the apartment, at which time appellant and his companions ran toward the rear of the house.",Facts
"Under the record presented, we find the evidence sufficient to sustain the conviction.",Conclusion
"Darden Jr. testified: ""I could tell he was drunk ""” by the way he was staggering"" but did not get close enough to smell his breath.",Facts
"It is shown by such, that appellant had made an appointment with Dr. Sutter after his arrest and before the day of trial, but that he failed to keep said appointment.",Facts
The appellant did not testify or offer any evidence in his behalf.,Facts
No hospital records were offered.,Facts
The appellant was then taken to the Liberty County Courthouse where he was picked up by officers of the Harris County Sheriff's Office.,Facts
"Without giving any notice, the appellant did not return the car on January 16, and January 18 manager Edens of Hertz began a search for the car only to learn that appellant had been seen in Fort Worth, and on January 20 he filed a complaint in El Paso charging appellant with the theft of the car.",Facts
"At approximately 7 A.M. January 4, the Hatcher car with dirt and trash on the front seat was found on a street in Little-field.",Facts
"She was asked: ""Where did he kiss you?""",Facts
"She said, ""˜Well, I will show you/ so I kept begging her, not to get drunk again, because I didn't want her to get drunk.",Facts
The jury had the opportunity to observe appellant and determine by comparison with the description in the record whether he was the same Morris S. Jean as the person previously convicted.,Facts
"The Court: ""All of you hold up your right hand that feel that way about it.""",Facts
No proof was offered showing that the principal had good cause for not appearing and attending the court as he had bound himself to do in the recognizance.,Facts
That he had ahold of?,Others
"We think it necessary for the judgment in a contempt case to be specific and definite and almost as certain in its terms as an information or an indictment, so that the relator will be fully apprised of his alleged act of misconduct.",Analysis
"We find no error in admitting the letter in evidence, as the quoted phrases set out in the information were exactly as contained in the letter.",Conclusion
"Under the record, the statement was not res gestae.",Analysis
The Court first will examine this claim as regards the first and third causes of action.,Analysis
Edward Turner testified without objection that later that night appellant was in his cafe pointing a pistol at another person and that he called the police.,Facts
I don’t remember but I could have been playing with my peter also that night.,Facts
"The offense is felony theft; the punishment, two years.",Facts
It is from this reformed judgment that appellant prosecutes this appeal.,Facts
"Appellant next insists that the court's charge was fundamentally erroneous because the abstract definition of the offense given by the court informed the jury that certain acts, not charged in the indictment, would constitute the offense.",Issue
"5 and 6, respectively, the argument complained of was:",Others
"He related that appellant's speech was slurred; that he had a strong odor of alcohol on his breath; that he searched the car and found two pint bottles of whisky, one empty and the other one partially empty.",Facts
"Mrs. White, the operator of the store, identified the appellant at the trial as one of the persons who entered the store.",Facts
In this he fell into error.,Others
"The state's evidence further shows that there was a trail leading from the house where appellant lived alone to where the wine and beer was found, a distance of some four or five hundred yards.",Facts
Unequal treatment of persons under a state law which is founded upon unreasonable and unsubstantial classification constitutes discriminatory state action and violates both the state and federal constitutions.,Rule/Law/Holding
"O’Sullivan v. Brown, 171 Fed. 2d 199, cited by appellant, may be distinguished by the fact that to enter the premises there in question one of the general public must arrange for a pass from the building manager or the Army personnel in charge, and once inside the grounds, the visitor is under military escort.",Facts
"The proof of appellant's possession of the property recently stolen from the house, under the facts and circumstances shown, is sufficient to support the jury's verdict finding him guilty.",Analysis
"The conviction is for failure to stop and render aid; the punishment, one year in jail and a fine of $500.",Facts
"Prosecutrix, a sixteen-year old Houston girl, testified that she was introduced to appellant by Jerry Daniel, whom she had known for a number of years, and that Jerry accompanied her and appellant on the two dates she had with appellant.",Facts
"In this collateral attack, the burden is upon relator to overcome such presumption, and, in the absence of any evidence, this court must accord the judgment of the trial court full dignity and uphold it unless the alleged misconduct would not as a matter of law constitute a contempt, and unless the judgment entered by the trial court is lacking in some essential element, such as being too general in its terms, or too vague and indefinite in its terms to support a valid order or judgment of contempt.",Analysis
"A paraffin test, which was made on the appellant's hand, revealed a heavy concentration of nitrate particles on his right hand indicating that he had recently fired a gun.",Facts
"J. Geffert of the Houston Police Department, Narcotics Division, testified that on the day in question, he had a conversation with appellant, who at such time was incarcerated in jail; that in the conversation, appellant told him that if he would go to a motel at 4012 Airline, cabin No. 1 where appellant lived, ""I would find the rest of the pills and narcotics that he had at that location""; that with appellant's consent he went to the address and searched the cabin; that in the search he found a hypodermic needle and eye dropper under the sink in the bathroom and four bottles containing an assortment of pills and capsules in a suitcase.",Facts
The evidence is sufficient to sustain the conviction.,Conclusion
The motion for rehearing is overruled.,Conclusion
Andrus got out of the deceased's car when he heard the first shot and ran to the deceased who told Andrus that he had been shot and asked Andrus to get him to a doctor.,Facts
"The remaining ground for reversal relates to the court's charge wherein the jury was instructed that if the statement of appellant, introduced in evidence, contained exculpatory matters, the state would be bound thereby unless shown to be untrue under all the evidence in the case.",Issue
The admission of the testimony of the prosecutrix that appellant was trying to sexually attack her and that he had enormous strength and she had none does not present reversible error under the record.,Analysis
These two requested charges were evidentiary in nature and upon the weight of the evidence.,Facts
Appellant made a request upon the prosecutor to furnish such statement to him for the purpose of cross-examination and possible impeachment of the witness.,Facts
As we understand appellant's contention it is that the grand jury was an illegal grand jury simply because no women were called to serve thereon.,Issue
Defendants are residents of the Territory of Guam and in personam jurisdiction is readily available.,Facts
"On redirect, she testified fully concerning her arrest, and we have been unable to find in the record any occasion in which the careful trial court improperly limited the examination or commented upon the weight of the evidence.",Analysis
"The prior misdemeanor conviction was established, and the plea of guilty judgment in said cause was introduced.",Facts
The essential elements of the offense of burglary are a breaking and an entry.,Rule/Law/Holding
"Although an officer testified that he had observed appellant enter the premises on four or five different occasions, he did not testify, positively, that appellant lived in the apartment but did testify that Linda Blaylock lived there.",Analysis
There are no objections to the court's charge.,Others
"As a witness in his own behalf, appellant admitted having had a few beers prior to his arrest but stated that he thought he was sober.",Facts
Ford never positively identified the shells.,Facts
"The evidence further shows that appellant said he wanted some of the tablets to carry in his doctor's bag and had the pharmacist mark the prescription ""for doctor's bag 276"", and it was proved as well as stipulated that appellant was not licensed to practice medicine in this state.",Facts
"The allegation that appellant was in performance of the act of driving an automobile ""across a double stripe and highway marker"" was not an allegation that he was in the performance of an unlawful act.",Analysis
"He further testified that he had previously rented a car from Hertz in Houston and drove it to Fort Worth and when the contract time for use of the car expired he went to the Hertz agency in Fort Worth and was informed that is was not necessary to get an extension and for that reason he did not believe it was necessary in this instance; that he was using the car while looking for employment, and at no time did he intend to convert the car to his own use but intended to return it.",Facts
This is an appeal from an order revoking probation.,Facts
We find the evidence sufficient to sustain the jury's verdict finding appellant guilty of murder with malice and assessing his punishment at 99 years in the penitentiary.,Conclusion
One cannot be both a bailee and a thief at the same time.,Analysis
"The court's ruling on appellant's objections to the charge is not before us for review, exception above the judge's signature being required.",Analysis
"A. Knowles testified that shortly after midnight appellant ran a red light at an intersection where they were stopped, and almost hit the squad car; that they overtook appellant; that he had a very slurred speech and was very unsteady on his feet; his eyes were watery and bloodshot; there was a strong odor of alcohol on his breath and he said he had been drinking.",Facts
"He expressed the opinion that the cause of death was primarily a blow to the head, and the injury to the liver could have been had it occurred first.",Facts
He testified further that he did not appear before a judge in the prior misdemeanor conviction in Sweetwater.,Facts
"Each of these counts are against an individual defendant government employee and plead in excess of $100,000 damages.",Facts
"Officer Ellsworth testified that when he came upon appellant's property (where appellant and another carpenter were building a house), he saw Vylie Reed and one ""Poodlum"" Smith (not shown to be appellant) standing between what was to be a house and a barn on the right side of the pickup halfway between the tail gate and the cab.",Facts
"Appellant further complains of the court's charge on the ground that it did not require the jury to find, before convicting the appellant, that L. Schwartz Company did not consent to appellant's application and conversion of the mohair.",Issue
Why was it you assisted him?,Others
"In the absence of a showing in the bill that the statement was not admissible as res gestae, reversible error is not shown.",Analysis
"Appellant takes us to task for not mentioning, in our original opinion, his contention that the trial judge committed re",Facts
"It is his contention that in the case at bar, at most, the State made out a case of bringing on a premature birth.",Issue
The injured party Meineke testified that he saw his seven head of cattle in his little field pasture on the Plantersville Road at 5:30 P.M. on January 13 but that when he returned at 6:00 A.M. the following morning four of them were missing.,Facts
This authorized the arrest and the search incident thereto.,Facts
"The answer was in response to the question asking the witness to ""tell the jury, please, what Report Walton did.""",Facts
Robert's testimony shows that he owned the .22 pistol and had it with him during the morning dice game when the deceased took $5 of his money and when he pulled his pistol and demanded his money the proprietor gave him $4.90 and he left.,Facts
"In the absence of objection to the admission of such evidence, there is nothing before us in this regard.",Rule/Law/Holding
"If Mr. Jackson's testimony did raise an issue as to the legality of the search, the issue should have been submitted to the jury, as appellant requested.",Analysis
Appellant was convicted for the offense of failure to stop and render aid.,Facts
"In the first statement, appellant admitted going on the two occasions to the service station where the prosecutrix’ husband was employed on the night in question but, in effect, denied going",Facts
"The judgment nisi entered in the instant case does not comply with the statute, is clearly void and cannot support the final judgment from which appellant prosecutes the appeal.",Analysis
"This apparently contains objections made during the trial, which are here considered as informal bills of exception where they appear in the statement of facts.",Analysis
"""An indictment is in no way related to or based on the",Others
Officer Williams further testified that in his opinion appellant was at such time intoxicated.,Facts
Appellant also contends that the trial court erred in permitting the State to introduce photographs showing where Farris fell after being shot.,Issue
"As shown by Judge Woodley’s opinion, it was alleged in the Hubbard case that appellant was driving thirty-five miles an hour in a thirty-mile zone at the time of the collision which resulted in the death of a passenger in the other car.",Facts
"The prosecutrix, age 15 when the trial began July 28, 1961, testified that about 18 months before the trial the appellant first came to her bed in the trailer, sat on the bed, pulled the cover back, removed the bottoms of her pajamas and placed his hands on her private parts.",Facts
The evidence is found sufficient to sustain the conviction.,Conclusion
"While the word ""designedly"" seems to apply only when the offense is committed by the administration of drugs or medicines, it would appear to be necessary to allege that it was done ""knowingly"" or ""designedly"" to support an indictment under this phase of the statute.",Analysis
"While we recognize the rule that judgments speak verity and all presumptions are indulged in to sustain the judgment, we feel that the judgment should contain some factual allegations to give support to these findings and conclusions of the trial court.",Analysis
"a stretcher, in the Emergency Room; that later a policeman, nurse and doctor came up and ""asked me if I wanted to take a blood test * * * I said yes"" *** and that the doctor extracted blood from his left arm after washing if with what smelled like alcohol.",Facts
"Appellant then told Kitchen that he had been to the deceased's house, that they had an argument about a pickup and {that he would have to get a Mr. Ben Lee to go to the deceased's house and get his pickup.",Facts
"Mrs. Pollard, the only woman on the jury, testified that the trial lasted two days; that on the second day she went to ""Clores"" for lunch, accompanied by a lady deputy sheriff; that after lunch they went to the post office and to Wilcox' Drug Store where she saw appellant's counsel:",Facts
There were six cans of beer in the Defendant's automobile?,Others
"""I thought I wouldn't let him, and he started doing it and he started doing like that between my legs,"" the complainant related.",Facts
Deem failed to appear in said court when he was called to abide the judgment of the Court of Criminal Appeals of Texas as conditioned in said recognizance.,Facts
"The evidence shows that appellant and Lyles were acting together in the burglary and theft, hence were co-conspirators.",Analysis
Was he pointing it at you?,Others
The motion is overruled.,Conclusion
"While testifying for the state, Ardell Jobe identified the appellant and his companion, Arthur Samuel Brundrett, as the men who entered his store about 10:20 P.M., August 21, both with something painted on their faces and exhibiting pistols.",Facts
The fruits of the search were admitted in evidence without any valid objection being leveled thereto.,Facts
"When request for the “poop sheet” in question was made by appellant’s counsel, the witness did not have such sheet in his possession, nor was he using any notes or memoranda therefrom, the witness’s only statement concerning this being that the sheet was seen by him after its completion and that it was “fixed up” by him and another person referred to as “Bill”.",Facts
"We overrule appellant's remaining contention that the evidence is insufficient to sustain the conviction because the state failed to prove appellant possessed ""dolophine"", which was a descriptive averment in the indictment.",Conclusion
"Appellant’s companion, who was serving a life sentence for the crime in question, testified fully as to appellant’s participation therein.",Facts
We have carefully reviewed the various informal bills and find no error.,Conclusion
"In his brief and in oral argument appellant contends that because the name of the drawee bank was omitted from the check, it was not a negotiable instrument, and therefore, was not the subject of forgery.",Facts
"Appellant, testifying in his own behalf, admitted lying on top of prosecutrix in the back seat of the automobile while she was undressed and endeavoring to have an act of intercourse with her, but denied that he ever had an erection or that he penetrated her sexual organ, though he admitted that he placed his privates against her private parts and attempted to effect entry.",Facts
"On Saturday, February 4, 1961, appellant called Glenda at her home on the telephone and solicited her assistance in recovering his automobile from a girl whom she knew.",Facts
"Thus the act would provide absolute protection for an intentional tort-feasor, while providing a recovery against no one, and would indemnify a negligent tort-feasor to the extent of $100,000.",Analysis
"The offense is assault to murder; the punishment, 3 years.",Facts
"Agent Bland testified that he was the first to leave the automobile and that he proceeded to a liquor store across the street from the Soto cafe where he set up a surveillance of the cafe, that he saw Tafolla coming from the direction of the automobile where he had left him, saw him enter the Soto cafe, that a short while thereafter Tafolla came out of the cafe in company with appellant, and while they were standing on the sidewalk one Victor Mandujano came up to them and the three engaged in a conversation.",Facts
"Leonard Lozano, an undercover agent of the Liquor Control Board, testified that while on duty in the City of Lubbock he went to a residence located at 1120 East 50th, where he successively bought three bottles of beer, one of them a 12-ounce bottle of Falstaff beer, from appellant, part of which he consumed on the premises; that he saw other people selling and consuming beer during his stay; and that he later identified appellant in a police lineup.",Facts
"Burnett testified that he saw the air conditioning unit, which had been sitting in the hallway for some time, at the edge of the porch and appellant's companion ""leaving the porch in a big lunge,"" saw him run to the De Soto where appellant was seated at the wheel; it was driven away ""in a big hurry,"" and that he took down the license number and called Hereford.",Facts
"This motion shows that he did have knowledge of the nature and consequences of his plea, therefore no reversible error is shown.",Conclusion
"Pandering is the offense; the punishment, enhanced by reason of two prior convictions for felonies less than capital, life imprisonment.",Conclusion
"To the contrary, the caption of the enactment under review in clear and unambiguous language placed the public and the legislature on notice that the purpose of the act was, among other things, to add “a new article,” fix “a penalty,” and to provide for a second conviction and conviction for deserting and leaving the state.",Facts
"Upon investigation, Officer Means found the appellant lying down in the seat on the passenger side of the car and one Shaver seated on the driver's side.",Facts
The inside of the Hatcher car was clean and in good condition.,Facts
Opinion approved by the Court,Others
"""He wasn't walking too good,"" he might have been dazed.",Facts
"The offense is the sale of whiskey in a wet area without a permit; the punishment, a fine of $100.00.",Facts
"Following his arrest, the officers recovered from the pickup one 825x20 U.S. Royal tire, one 750x20 Goodyear tire, one 900x20 National,deep-tread tire and wheel, one 100x22 Firestone transport tire and tube, a case of twenty-two quarts of Humble Esso Extra motor oil, one pavement breaker, and one jack-hammer.",Facts
"We find the charge of exhibiting ""a firearm, to-wit: gun"" proper.",Conclusion
If this testimony presents error it was rendered harmless by the introduction of appellant's written statement and the testimony of the accomplice that they took the calf out of the pasture.,Analysis
"The proof further shows that dolophine is one of the same chemical formula and substance as ""amidone"", named in the statute.",Facts
The state's testimony is undisputed and is reflected by various witnesses.,Analysis
The requisition of the governor of the State of Louisiana in the instant case is accompanied by a copy of the judgment rendered against appellant and reciting that appellant has violated his probation.,Facts
